Emotion,Text
anger,"Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. "
anger," The door bell doesn't work , the sink is leaking "
anger,"When I was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord.  The bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his own phone reconnected."
anger," Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse . "
anger,They promised us a sea view . 
anger," to be honest , I'm a bit fed up . "
anger,In her incensed whisper she called me names I didn't understand . 
anger,Both her mother and Lisa had been cross with her ; they both had felt she ought to settle down . 
anger,I'm going crazy . 
anger,I was waiting to receive the participation on the profits and did not receive it.
anger," This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it . "
anger, Stop picking on me . I am going to be mad . 
anger,There was a hint of exasperation in his voice . 
anger,"He seemed exasperated , though well in control . "
anger,"At once regretting that she had let herself become riled , she delved into her bag and came out with a bar of soap . "
anger,I had gone home for a week-end and when I came back I found that my clothes and my bedding had been stolen.
anger,When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.
anger,I'm tired of you always wearing my clothing ! 
anger,"` Damn ! "" she muttered in exasperation . "
anger,When I heard that I was not to be provided with another pair of medical uniform.
anger,As for disgust.
anger,"When I could not reason my friend, it angered me."
anger,"When another patron tried to step in , the enraged lover flew at him . "
anger,I received a poor grade on a midterm even though I got all the right answers and knew the material. I went to the TA to try to raise my grade and he wouldn't do it.
anger,Anger with boyfriend's best friend for alienating me and blaming me for personality changes in my boyfriend and changes in my boyfriend's attitude to him and his obvious egoistical attitude himself in doing so. I also lost one of my best friends - his girlfriend.
anger,When I saw a few people beating a man who seemed to be a stranger.
anger, See you . 
anger,When I learnt that my younger sister had been expelled from secondary school because she was pregnant.  That was the second time that this happened in the family - the first time it had been my elder sister.
anger,I can't stand being with you any more . I'm sick of your drinking . 
anger,"When my friends left without waiting for me, after we had arranged to go out together."
anger," The heating controls don't work anymore , so it always feels like it's about 100 degrees in the car — even in the summer ! "
anger,I once was accused of falling in love with someone's girlfriend which was not true because the girl was just a friend of mine.
anger,"His smile was patient , peeved , and very sad . "
anger,"The enraged animal charged into Christopher Rogers , pinning him to the ground . "
anger,"When I was house-hunting: Another person got a flat that I would have liked, too, because he heaped a floot of words on the letter."
anger,"Robyn leant against the door to the office and found herself experiencing the old , familiar surge of deep annoyance . "
anger,"There was one teacher who used to get so mad that she would throw slates around , with the whole class ducking out of the way . "
anger,I reached the bus stop and realized that I had forgotten my bus pass.
anger,"Angry with my brother, who was making fun of me, teasing me."
anger,"A stranger to the district , coming over a brow of the hill , would have stopped astonished and perhaps a little peeved to see Ploughman 's Lane lying beneath him . "
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone."
anger," Great , because I am really mad at William . I mean , what kind of an idiot wouldn't be able to appreciate a smart , beautiful woman like me ? Anybody who would be friends with that guy has to be really dumb . "
anger,"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly."
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.
anger,Someone told me we are not as good as the All English Class.
anger,I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me.
anger,"In a very important basket-ball match where a lot was at stake, I played very badly."
anger,Brother continually interupting while I was talking on the telephone.
anger,Punished by a leader.
anger,Faint annoyance began to show on Major Tzann 's face . 
anger,"While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up."
anger, Absolutely not ! I refuse to have thirteen people for dinner on Friday ! 
anger,"I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said \There, have you got it all out now ?\""."""
anger," Ur , you really let me down . "
anger,An argument among friends in which my opinions on the way to spend spare time were disapproved.
anger,"Shaw , however , worked off most of his exasperation over the weekend winning the Durham and Cleveland County veterans ' over 50 title . "
anger, I don't find this fair . 
anger," Oh , shut up , will you ? It was all your fault . If you'd kept quite this would never have happened . "
anger,"I dare say a few prize juries might be peeved at having their judgment queried , too . "
anger,When I discovered that the people I trusted most were talking behind my back.
anger," I agreed to not go into the mall , but I can still look at things in the market ! "
anger,When I realized that I was far behind the others in the language course and I could no longer catch up with the others.
anger, Will you take my materials back from him for me ? Please ! 
anger,"I had an argument with my mother because I criticized the rules she imposes at home, which are too rigid and arbitrary for me."
anger,"Out of breath , and furious to note that he wasn't even panting , she struggled to free herself , then glared at him . "
anger,Many of the youngsters feel resentful that society is kicking them out . 
anger, Fine ! I ’ ll start drinking and having home cooked meals that are low in fat . Are you happy now ? 
anger, They sure did . 
anger, I've had enough . 
anger,"Gazza was blazing mad that his training ground ` discussion "" had been misinterpreted as a bust-up . "
anger,I wish I knew who had moved our flower pots . 
anger,When a close friend failed to live up to the expectations I had of him - thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I wouldn't be able to live up to my own expectations.
anger,Someone borrowed my textbook and deliberately did not return it.
anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention."
anger,"A friend told me it would be better for me not to be on familiar terms with another friend, although, in my opinion he had no reason to say such things. He only said so hoping that I would search support from him (that, however, was not necessary)."
anger,"At one of my close friends saying she didn't like the way I am nice to people I don't know, or who have been nasty to me."
anger,"When I was accused by my brother of having stolen a 5 kwatcha note from my mother's bag.  I was beaten up for this, the money was found later."
anger, You can ’ t just throw me out on the street ! 
anger," Yes , and hurry up ! "
anger,Heated discussion with spouse concerning new house.
anger,This situation happened when my friend John ate my banana which I kept in the cupboard.
anger,I hate to see the abuse of animals . 
anger,"I was angry the other day because the teacher told me to sweep some orange peels. It was my friends who were supposed to sweep, but the teacher told me to do it."
anger,"A few monthe ago, when my brother's wife told me that I had bad manners.  To make matters worse she did not let me use their telephone as she only allowed people of her own tribe."
anger, Stay away from me . 
anger,"During a family discussion on my future and my prospects as a student, they accused me of not bothering about looking for a job to assume my financial situation."
anger," Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse . "
anger,You shouldn't have told her the truth.What can we do now ? 
anger,Someone drove into my car and then denied that it had happened.
anger,She began to feel exasperated . 
anger,My cassmate laughed at me when I was being scolded by the teacher.
anger,"\ I have been hearing rumours that you have not been allowing people in your room,\"" he said.  This sentence really shot my heart.  I failed to find the right words, instead I walked away without uttering a word."""
anger,"` I don't seem to be getting anywhere with this damn machine , "" he said with exasperation . "
anger,"They have also aroused Protestant anger against Dr Runcie , at the same time as he has become involved in a row over his attack on the ` Pharisees "" of British society . "
anger,My father began to say incoherant things concerning my brother's and my own behaviour towards him.  His biased (authoritarian) and ridiculous point of view made us angry.
anger,"A person ignored my advice, did not pay any attention to what was saying. She acted as though I wasn't even there. We were doing group work so everybody had the right to speak yet she just ignored me. She made me feel insignificant."
anger,It smells like an ashtray in here ! 
anger,"How on earth , when her heart was thumping and her body drowning in a wave of heat , could she stay angry at him ? "
anger,It smells like an ashtray in here ! 
anger, I don ’ t want to . 
anger," I have rights , don't I ? "
anger,Lenin was furious when he learned about it . 
anger,"Oh , my God ! I've been cheated ! "
anger,"The British , however , remained suspicious of American motives , and resentful of their advice . "
anger," Oh , don't you ? God save me ! "
anger,This was when my boyfriend told me that I was double-crossing him with a certain boy.
anger,"A friend was unpunctual, we wanted to prepare ourselves for an examination."
anger,A certain Area Party Secretary came home in the morning and said we had to leave our home and build somewhere and the reason being that they wanted to establish a market. The Chairman knew nothing about it and was very angry.
anger,Being sexually assulted on a bus.
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter.  I realized this before I handed over the coin, but the man called me a thief and called a witness."
anger,"My sister came back home and reproached me for not having tidied up the house, although I had been working all morning and she had done nothing."
anger,"He was incensed , stunned , at her action , and stood rigid with anger as he felt the slime roll down his cheek . "
anger,"We were at school, in the room for audiovisual classes.  We were watching a film, and just behind me two classmates were bothering me with their mocking and shoves.  I reacted angrily (I suppose)  by hitting one of them."
anger,"When a relative, who had come to our place, created untidyness and dirtyness."
anger,Yesterday I read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death.  I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin.
anger,"Stupid girl , making me spend so much money , now I have to get it from the ATM ... "
anger,My classmate always borrowed my notes and would not return it to me on time.  When I had a test she was selfish and irresponsible and so delayed my studies.
anger,Philip was mad at himself for not taking the cutters off the boy . 
anger," Oh , you men ! You are all the same . "
anger,"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up."
anger,"When I saw a man hitting a child of 2 years without any consideration, simply because the child had been leaning against a window."
anger,When students in our working group showed no responsibility or interest in our work.
anger,At work being shifted to another area.
anger," No , you haven ’ t . You just don ’ t care about me . You ’ re an indifferent husband . "
anger, It's a brick ! I can't believe how stupid I was . Damn it ! 
anger,One career wife spoke about her exasperation when her husband listened to her with half an ear as he watched television . 
anger," You are so paranoid ! Not everybody is a crook , you know . "
anger,My grandfather's funeral.
anger,"Bank customers are notoriously slow to shift their business , even if they are miffed . "
anger,When I was locked out of my room by my room-mate's friend.
anger, That's horrible . Was that the first time you'd shown up late to work ? 
anger,A man treated his dog very badly - he insulted and beated him until the dog kept lying on the floor with his tail drawn in.
anger,One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.
anger,When you are unjustly assessed at something you are sure to have been right.
anger,Misunderstood deliberately by a close friend.
anger,The headmistress at a secondary school accused me of banging the classroom door when I didn't in front of the whole class.
anger,"What a mess , Jack ! "
anger," Well , I ’ m going to write a letter of complaint . "
anger,But Christine felt vexed when at the next Pack Meeting Sarah lost points for the Six through being a slowcoach . 
anger,"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . "
anger,"Mr C took my drawing pens, without having asked for my permission first, and lost them.  He did not tell me about it till I asked him and then did not try to find them."
anger," There wasn't really anything that I could do . There's always been a lot of bad blood between my manager and myself . If I had said anything , he would have fired for me for sure . "
anger,When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.
anger, What ? You're overcharging me ! 
anger, it was . The hijackers didn't have any respect for human life not even their own . 
anger,"Getting terrible meals, but paying heaps for them."
anger,I felt very angry when a mishanga seller robbed me of the transport money I had to go to school.
anger,"He didn't seem offended , he didn't exactly appear contrite . "
anger,Being refused to attend the neuropsychology lecture in the medical university.
anger,What are we going to do ? I can't get the car out of this ditch . I'm stuck ! 
anger,"Rachel could see the reasoning behind that , but nevertheless felt angry towards Damian Flint -- not because he had so obviously done the right thing , but because he was so clearly in complete control of a situation that had always been beyond Rachel . "
anger,During military service a superior reproached me unjustly. This led to friction in a lot of situations.
anger,Town 's fans are angry at losing the club 's leading scorer . 
anger,"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . "
anger,Stephanie ! Did you just get to school ? But you were up and about when I left the dorm this morning ! That was about an hour and a half ago . This happens all the time ! Why do you always take so long to get ready the morning ? 
anger,A female classmate was always late for meetings which were for the homework and not social gatherings.  We were very busy and the deadline was close but we had to waste half an hour or an hour waiting for her as we could do nothing else then.
anger, I ’ m not looking for excuses here . I just want to get this finished on time ! 
anger,When my brother-in-law's brother stole my clothes when my brother-in-law and I had gone to cut wood for the fire.
anger,"If she didn't know him better , she would have said he was cross with her . "
anger,I had been in love with a certain young man who pretended to love me but one day I found out that he had another girlfriend who was also a friend of mine.
anger,When a friend and me played a joke on our boyfriends.  Her boyfriend came up and accused me of having planned the whole thing and said that I did not deserve my boyfriend.  He embarassed me in front of a crowd.
anger, That wouldn ’ t be a lie ! 
anger,He looks offended when I tell him he is perceived as a man 's man . 
anger,"When I played in a chess championship, I was disturbed by other people. I asked them to be quiet, but in vain."
anger, Isn't there anything that sounds fishy ? 
anger, It ’ s infuriating . I have to be in Rome by five . 
anger,"Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support."
anger, A man robbed me today . 
anger,"He was angry about class , hypocrisy and the establishment . "
anger,` I was so mad when your father tried to twist my arm . 
anger, I want to take them to court . 
anger," I wish he could understand . You know what , if this goes on , I think I will get stick like everybody else . "
anger,During a dance someone slashed my tires and dumped paint on my car. I had four other friends with me that I drove and furthermore it was raining.
anger,That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.
anger," That maybe true , and I for one don ’ t want to see anyone lose their job , but how can these Ces ask for a bailout when they ’ re making millions of dollars ? And then , they have the nerve to fly to Washington in private jets ! This costs hundreds of thousands of dollars ! And they ’ re asking for money ! That is just not right ! "
anger,My parents scolded me a lot for something I had not done.  It was my sister who had done it.
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me."
anger," That was my line , Mark . I know we worked on the ad together , but that was definitely my line . "
anger,When I quarelled with my parents.
anger,I was walking on a street alone in the afternoon when there were not too many people on the street.  A couple of guys were following me and I was ignoring them.  Suddenly one of them came in front of me and started using dirty language and harrassing me.  I got very angry and wanted to strike back at them.
anger,When my tennis match was interrupted because a kid cycled right into the court.
anger," To be honest , it was horrible ! My manager is such a pain in the neck ! "
anger,"I was annoyed this particular day as it seemad that the odds were not in my favour.  My grandfather added fuel to the fire, when I  had an important appointment so I unleashed my anger on him."
anger,"No-one could have told from his face that he was absolutely livid with Sukey , but he didn't want a row , which would upset Daisy and gee Perdita up before the interview . "
anger,The new computer software is driving me crazy ! I really need a break ! 
anger, I really want to take him over my knee . 
anger,When I was left by the person I loved without any reason.
anger,Wheeler 's fine face flushed with annoyance and he laughed . 
anger,"I experience this emotion quite often but the day I was most angry was the day I got pulled up for something I had not done.  It happened during my school days, I had not spoken a word in class but the monitor had written my name on the board.  So I had a remark in my callender which I had to get signed by my parents.  This remark resulted in me being spanked."
anger,When our cat was killed in a car-accident I was very angry at the driver of the car because he didn't take enough care.
anger,Being sexually assulted on a bus and noone helped (people only laughed).
anger,A friend doesn't let me study when I want to. She doesn't feel I need to study and doesn't understand how important studying is to me. I get very angry with her.
anger,"A person walking his dog allowed it to defecate on the footpath outside my house. Although it had happened before, this was the first time I had witnessed it. All the skills I had learnt from PY 263 were thrown out the window when his indifference to my protestation was obvious to me."
anger,I had an appointment with someone at a certain time. The other person didn't appear.
anger,The sports fishermen who catch gulls instead of fish with their hooks.   It is often a mistake but it makes me angry.
anger, I want to file a complaint . 
anger,"I was waiting behind a car which was going to leave the parking place, because I wanted to park my car there. Because of uncoming traffic I had to wait for a short time - another driver placed his car on the place."
anger,It was when I discovered that my boyfriend had another girl. I discovered it through a letter he wrote to the girl when he was away. When I asked him he accepted it.
anger,"Seeing for the first time pictures about the so called \treatment\"" of Jewish people in Nazi Germany during World War II."""
anger,My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.
anger,When someone chased me from his house.
anger,I had worked long and hard on a project when a friend inadvertantly destroyed it. I could not forgive him for a long time. And at times still get angry at him.
anger,"His face was livid , and his hand had clapped to his sword . "
anger, I know . But I just can't stand her butting in when I was trying to emphasize a point . 
anger,When a person whom I had invited did not come on the appointed day and time.
anger,"But today , the Oxford University Sports Director was furious at her exclusion . "
anger,One day I had sunned my favourite shirt and was putting it back in the wardrobe when my younger brother snatched it from me and wore it.  He had not had a bath and was very dirty.  I scolded him but he answered back and locked himself up in a room.  I was very angry so I starteed kicking on the door and abusing him loudly and freely.
anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.
anger,The fact that I hadn't been informed about something and I had the greatest trust in this person.
anger," Egg ! I told you about it last week ! Smelly Toes is playing , and Eric asked if I would go with him ! "
anger,When my kid brother broke my reading spectacles.
anger,He was furious with me for ringing him . 
anger,"The elite were offended , but the common people loved it . "
anger,Tabitha Campbell-Black was livid because she won a bag of Bailey 's Performance Mix horse feed rather than a T-shirt with a picture of a polo pony on the front . 
anger,"If they force me to eat something I don't like. For example, my parents always twaddle and whine, when I don't eat all the food."
anger,"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt."
anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money."
anger," Shut up ! Now you are in my car , you should listen to me . Or you can get off . I've told you I'm in a hurry . I don't want to waste time on the road . "
anger,Something was stolen.
anger," If you want to cross here , be my guest . I don't feel like dodging cars and scooters ! "
anger,"The Lancashire members were furious when they heard that Gooch and the other England selectors had axed Red Rose favourite Phil DeFreitas , preferring Essex pacemen Neil Foster and Mark Ilott . "
anger, Easy ? Ha ! ! It was easy for them to cheat you ! ! 
anger,I get angry with my brothers and sisters when they do something that I do not like.  They know this and still do it so as to tease me.
anger, Peter ! Pack them . Don't read them . 
anger,Being hooted at when I was learning to drive.
anger,When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me.
anger,Why am I being arrested ? 
anger,A friend had promised to call me at a certain time. I expected his call impatiently but in vain.
anger,My girl-friend did not understand me; I was angry with myself because I had problems when we seperated - I could not resign myself to it.
anger, Yes . And they don ’ t give you very much either . I ’ m still hungry . 
anger,"When, after drinking a glass of water, I found a cockroach walking out of the glass."
anger,When I had been obviously unjustly treated and had no possibility of elucidating this.
anger,He felt a wave of exasperation rise within him . 
anger,My son has really taken it out of me . He never keeps out of mischief . 
anger, That is absolutely incorrect ! I was out on the town Monday night . 
anger, You should feel shameful for your behavior . 
anger,Michael Stein was trying unsuccessfully to calm an irate customer who was arguing about his bill . 
anger, What ’ s wrong with that ? Cigarette is the thing I go crazy for . 
anger, Don't you dare tell me that ... 
anger," It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up ! "
anger,"Untidy work led to rows , rows led to confrontation , confrontation led to the boy being soundly thrashed by his exasperated mother . "
anger,"After the verdict on Monday , an indignant Cannes president Alain Pedretti described it as ` scandalous "" . "
anger," I don't need your help , jerk . "
anger, You mean the line over there of about 200 people ? ! 
anger,Someone told a lie that I had stolen his money.
anger,My class leader told me the university won't let all of us go to your lectures because we are not All English Class.
anger,While studying chemistry with a friend we became angry with eachother because we were both fed up.
anger,It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.
anger,"I'm really fed up with Larry ! He's the biggest airhead I've ever met.He always makes careless mistakes , and he's a pain to work with . "
anger,Same situation as before - having my car stolen.
anger," Let me go to school , please ! I'm sick of medicine , sick of soup , and sick of being sick ! "
anger,"I had a date with my girlfriend, the time and place had not been fixed.  I asked her to phone me an hour later as it was midnight and I did not want to disturb her family.  I waited several hours for her call, she did not call me that night."
anger,"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates."
anger,"Not everybody wants   and trailed into silence , for Lily 's eyelids were now fluttering , holding back offended tears . "
anger,When my father failed to send me transport money after the closure of the school.
anger,When I was at an official meeting I asked a question to a person. His response was not directed at me but at the chairman.
anger,"When my roommate's boyfriend assaulted me. He was threatening me, calling me names and pushing me around."
anger,"She was single-minded and uncompromising in her work , so that she sometimes provoked exasperation among her colleagues , a feeling immediately tempered by the admiration they felt . "
anger,I was extremely indignant . 
anger,With the girl whom I may be loved truly. When she refused to come with me to an occasion (she was from another town).
anger,I was so angry with a patient who refused to take drugs.
anger,I feel angry at people's indifference at our ability to be present at an event and to stay partial to what happens.
anger,"He was coming so fast that she knew he had not seen her and she had to brake sharply , frowning with exasperation . "
anger,I haven't often felt this feeling. Once someone stole my garment.
anger, Sure . You look like you're all black and blue . 
anger, What happened to you last night ? You didn ’ t show up . 
anger,"After I said something that my boyfriend disagreed with, he walked away from me without discussing what bothered him. I became very angry with him for treating me this way. Yesterday, November 14."
anger, Leave me ! Go away ! 
anger,My parents did not let me go on holidays with my friends.
anger," Because I'm the wrong sex , of course ! "
anger, Dad ! I ’ m gonna catch a cold ! 
anger, I tell you I must go ! 
anger,And found to his annoyance that he was grinding his teeth . 
anger,I wrote an assignment and was given less marks than a friend with whom I had previously discussed the assignment.
anger,"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds  (security guards) were busy eating the food that was supposed to be for me."
anger, Jennifer Davies ? Give me a break ! I can't stand her . She's such a dweeb ! How could she possibly ace it when she keeps cutting class all the time ? 
anger,"Albert was offended , and swung his legs athletically out of bed , wincing on the distant side of his face . "
anger,My best friend betrayed me and told other people my secrets.
anger,Last week I had planned to play tennis and had booked a tennis court.   However when I arrived at the university gym the clerk told me that the court was being used for lessons.
anger,I live with my sister now and sometimes she angers me especially when she thinks I don't keep the apt. clean enough.
anger,When somebody stole my brother's disco machine.
anger,When I was a soldier I quarrelled with my commander and may be in revenge for this he detailed me on duty two successive nights. Naturally he checked me up on the second night and found me asleep for which he sent me to the cells.
anger," You don ’ t love me , Roy . "
anger,"Blake looked at the exasperated face of the Doctor , '  but this computer can predict what I 'm going to do . "
anger,I read in the newspaper that the Student Lodging Fund was going to build new appartments for refugees (in my opinion this is the state's affair).  This is when only a fractoin of the students can find an appartment.
anger,"When I saw parents punishing their little child for something he had not done.  In my opinion, even if he had done it he should not have been punished for it."
anger,My parents didn't allow me to go to a social function that all my friends were attending.
anger,"I had an appointment downtown, and the person in question was half an hour late."
anger,When a friend who comes visiting me unexpectedly asks for coffee and I refuse to give him this.
anger,Ouch ! I'm hurt . 
anger,The stories about the way my grandmother treated my mother.
anger,I was very hungry and just wanted to start eating when a friend called me who usually talks for a long time. I was angry because I was prevented from eating.
anger, And thank you very much for letting me keep it so long . 
anger,The members of the branch were indignant that the government should have planted two spies among them . 
anger,What a terrible house ! 
anger," I have told him how to do it several times , but he's never listened to me . "
anger," Go on your vacation with Mark and when you come back , why don't you just move in with him as well ! "
anger," No , we got no receipt , but we paid on the spot . "
anger, Just get out of my face ! 
anger,"Jack was mad and even madder with the American scandal magazine the National Enquirer , too , although that was nothing new . "
anger, Didn ’ t you tell him you have an appointment ? 
anger," There's no hot water , and the building is falling apart ! "
anger, What do you think I should do about it ? 
anger,"I was on vacation, and therefore I did not attend a meeting of the day care centre.  Nevertheless, the very day I came back they called me early morining to ask me \what are you going to do about the matter ?\"" (which had been discussed in the meeting).  Then I got angry."""
anger, It is stupid to say so . 
anger,"When my mother told things to my sister, which I told my mother in confindence."
anger,"I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed - the keeper made sarcastic remarks to others about people using him to cash notes."
anger," It ’ s so wet and dark , I ’ m just fed up . "
anger,"I could tell she was angry and I was ready to cry , but Frankie pulled me roughly back off the step and we turned to leave . "
anger,I was angry when someone stole a magazine which I had borrowed from another friend and locked it in a drawer.
anger,My roommate being unconsiderate.
anger,"A friend of mine had promised to arrange me some tickets for a concert which I considered important.  He could not get them the way he thought he would, so he gave up the whole thing."
anger,"ICC chairman Sir Colin Cowdrey ( left ) is clearly furious that every time he has been ready to make a statement about the Texaco Trophy events of August 23 , Pakistan 's lawyers have threatened writs . "
anger,A murder.
anger,"A close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me."
anger,"In icy tones , the offended bureaucrat replied : ` For future reference , you will call me Mr Hooton , not Richard . "" "
anger,"When the others did not do their bit of work on a group assignment task, and I had to do all the work."
anger,"Laura 's normally full , warm lips tightened with annoyance . "
anger,"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry."
anger,When boyfriend lied to me.
anger,Why didn't you tell me you had a girlfriend ? 
