Emotion,Text
sadness,` I am desperately sad that our scheme did not come to fruition but I am glad that someone will take it over and bring these jobs to the area . 
sadness,"I tried my level best to care for my client, I took an appointment with a doctor and before meeting the doctor he expired - a poor small boy from Uttar Pradesh."
sadness,When I was told that my father had passed away.
sadness, My dissertation . I put it somewhere last night and I can't find it now . 
sadness,"On the last day of my school life I was very sad, specially on the farewell party day.  I felt sad to leave behind my beloved teachers and friends."
sadness,The loss of a very good friend.
sadness," Oh , I'm terribly sorry . but I couldn't find the yoghurt I saw here last time . "
sadness,Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . 
sadness,As a child - having a dog - it getting a disease and dying.
sadness,When my grandparents moved to another part of the town.
sadness,"Christmas Eve: there was a tension between my parents, they did not even try to restore a harmonic atmosphere. Mother stayed in her room almost the whole day. I felt alone and was very sad."
sadness,A friend told me that he had suffered in love and in academics.  I shared his sadness.
sadness,Treatment to become pregnant with a negative result.
sadness," now that I look back at it , it wawsn't that big a deal . I shouldn't have lost my temper . "
sadness,"It was the time I went home for my holidays only to find that my sister had passed away.  The news had been hidden from me, so that I could take my exams."
sadness,In the longer term the offspring of depressed mothers are more likely to suffer from childhood depression . 
sadness,"A close friend travelled to another country. When I knew that he would only come back after many years, I felt very sad."
sadness,It was on 9th January 1983 when I received a message from home telling me that my father passed away on the previous day with a history of cancer of the oesophagus. This time I was doing my third year of my Secondary School.
sadness, My mistake . 
sadness,His grief-stricken widow destroyed all his cricket clothes and equipment . 
sadness," No , I'm not . "
sadness,"I felt very sad when I left home because I could not stand it any longer. I do not regret it, but I missed my little sister very much (and she missed me). These feelings wear off over time."
sadness,When my grandmother died; I had a stronger relation to her than to my mother.
sadness, Terrible . 
sadness,A friend of mine is having psychiatric problems because of his mother's death ages ago. He is really quiet and because it relates back to his childhood I feel sadness for him. He doesn't lead a normal life and it just seems unfair.
sadness,"I was miserable with cold , but although I was prepared to admit that I was miserable , I wasn't prepared to admit that my misery had any connection with cold . "
sadness,I'm worrying that she may be lost . 
sadness,When I got a message that my child was not feeling well.
sadness,"Since many parents were miserable at being separated from their offspring and it would be a struggle for some to pay money for their misery , they finally decided to have them home again . "
sadness,"Geographical moves have been found to be third most important in a list of ten precipitants concentrated in the month before the onset of depressive symptoms , in forty consecutive clinically depressed patients . "
sadness, No . I couldn ’ t find a policeman . 
sadness, I don ’ t know what happened to me . I just lost it . 
sadness,I did not quite succeed in breast feeding my baby.
sadness,My cat died from an illness.  It had been with us for 7 years.  It was a lovely cat.  It had been ill for one or two weeks and the veterinary surgeon had told us that it was dying.
sadness,"A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over 10 short days, I was overwhelmed by sadness when he left to return to Victoria "
sadness,"` Don't be despondent , "" she told me . "
sadness, I had meetings back to back all morning . And phone rang off the hook from the minute I walked into the office . 
sadness," I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . "
sadness,I remember being sad whe my aunt's child died (2 days old).
sadness,I was told that a friend of mine was going to Mexico for good.
sadness,My sister lost one of her twin sons (my first nephews) and then the older one died a week later.
sadness,When I woke up after a nightmare.
sadness, I really wish I hadn ’ t done it . 
sadness,When I knew about my sister's in law finacial situation and what she was facing.
sadness,My girlfriend left the house in which we lived together a few months ago. This made me very sad.
sadness,"Finding out that China is poor, so we cannot have good reference books."
sadness,"Squeezed like despondent sardines , they looked as if they were huddling for warmth . "
sadness,"Hey , Cindy , I ’ m so sorry about yesterday . I shouldn ’ t have yelled at you in front of everyone . "
sadness, Nah ! This is boring ! I ’ m gonna go play Killer Zombies on my PlayStation ! 
sadness,When one of my closest friends died unexpectantly.
sadness,"For the owner , it can mean heartbreak at the loss of a family pet . "
sadness,I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning.
sadness," I see . Oh , wait . Ma'am , I'm sorry . These slacks were on sale . "
sadness, I'm very sorry about this . 
sadness,"It 's possible to be sad about your babies becoming children , and yet accept the fact that you won't have any more . "
sadness,"My sister was impolite to my father when the family was having lunch together at a restaurant.  She thought that our parents had been prejudiced against her, this was an extreme thought."
sadness," Oh , sorry . I didn ’ t notice it . Sorry . "
sadness,"My friend was pregnant, but lost her child during the second month. I went to see her at hospital - she was crying. I felt very sorry for her."
sadness, I am sorry . There is a speed limit . 
sadness,When I failed at the first entrance exam.
sadness,Power cut made me unable to listen to the songs sung by my favourite pop star.
sadness,When my grandmother passed away.
sadness, I already had that idea . 
sadness, I don ’ t have one time in particular . I just go to sleep whenever I feel tired . 
sadness, Rather . I'm afraid I didn't do very well . 
sadness,"When I learned that my former boyfriend had become engaged - although I was glad that he had found what he wanted, I was very sad at my own personal loss, since I had always hoped we might one day reconcile."
sadness,After my little sister's Graduation from High School my grandmother became very sick. She passed away a few months later.
sadness," I'm sorry , but our university computer center only sells Macintosh equipment . "
sadness,Love problems.
sadness,I was alone at home on New Year's Eve.
sadness,When my elder sister died.
sadness,"Well , Mr . Brooks . I ’ m sorry , again , for the delay , but we should have everything completed by the time you get back . "
sadness,"During my holiday I met again a friend who had tried to commit suicide. She had just left hospital, her lips were trembling, she looked miserable."
sadness," Oh , I'm sorry . "
sadness, I feel itchy ! I can ’ t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak . 
sadness, I've been having a hard time sleeping lately . 
sadness, And a storm blew our roof away . 
sadness,The loss of a person I loved very much.
sadness,I had a quarrel with a good friend about the fact that I didn't pay her a visit when she expected me to come. Hereafter I was very sad because it became a real quarrel.
sadness,When the thing that made my friends and relatives sad happened to them.
sadness," Definitely , I ’ m really sorry . "
sadness,Getting to know that my uncle in America had a brain tumor.
sadness, Have you made the decision yet ? 
sadness,A close friend decided to stop with his study and to go back home.
sadness,I failed a subject despite the fact that I had studied quite a lot for it.
sadness,A certain person whom I respect and esteem a lot pays me no attention.  She keeps up appearances but shows almost no interest in me.
sadness,"I'm sorry , I'm having a little trouble understanding your accent . "
sadness,"Gloom , on the other hand , sees a noisy , grimy city with crowded underground stations , overpriced restaurants , jostling strangers and mournful faces . "
sadness, I'm sorry to hear it . What's wrong with her ? 
sadness,"I 've heard of women so depressed that they spend their 40th birthday incommunicado , having a mini nervous breakdown in bed . "
sadness,When I went to see the dead body of my uncle.  This was a very dramatic expreience as it was the first time that I entered a mortuary.
sadness,"It was hot , sunny and the water looked so cool and inviting that Maggie felt quite downcast about having no swimsuit . "
sadness,I'm worried sick that she might leave me one day . 
sadness,"It's your turn , sir . I'm sorry that you had to wait . Saturday is a busy day for us . "
sadness,Tonight in bed when I realised how bad my relationship with my friend was.
sadness," Oh , no . That's bad news . "
sadness," well , I'm really worried about my grades . I didn't think this course would be so stressful . "
sadness, But I don't know what else I can do . I am willing to work hard . Sometimes I make mistakes and the boss is not happy . 
sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be easy."
sadness," I ’ m sorry , Janet . I left it at home . I ’ ll bring it back in the morning . "
sadness, No . Only a few pounds . But my passport was in the bag . That ’ what I ’ m really worry about . 
sadness,"Only afterwards , when Tommy disappeared and Maudie seemed so heartbroken , then I began to wonder . "
sadness,"I felt very lonely, was very dissatisfied with myself when I realised that I could feel very jealous of other women because of my boyfriend."
sadness,I am really sad that nobody wants to do it like I have done it for them . 
sadness,After receiving the grade on the paper mentioned in FEAR.
sadness," I ’ m sorry , Jim . "
sadness, I'm sorry . 
sadness,When my parents and sister went on a trip and I was separated from them for about three months.
sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.
sadness,My mother's death.
sadness,We are more despondent and needy than ever ! 
sadness," Sorry , we ' re sold out right now.Please come back next week . "
sadness,When my grandmother died.
sadness, I'm really sorry I let you down . I'll make it up to you somehow . 
sadness, I feel the same way . 
sadness,"My sister was in a hospital, later in the evening we received the information that she had died."
sadness, I'm so sorry to disturb you so early . 
sadness,"` In fact , "" said Helen , ` I 'm not feeling particularly glum about all this . "
sadness,My living and working conditions at home were unbearable. We used to live in a three room flat together with two more families. The discords caused a change - one of the families moved out. The other family stayed with us but I drifted away from my fiancT. In fact we were two families in the flat. Then I found myself alone in the struggle for this life because my fiancedid not stay next to me my grief and sorrow took on large proportions. I wanted to commit suicide but instead I threw myself against the cause of the irritation.
sadness,My father gave money to my brother but not to me.
sadness," I know you don't hear me right know , please calm down . Anyway , I don't wanna part . I'll drop by tomorrow . "
sadness,They suffered the heartbreak of losing three children through premature births . 
sadness,"When my sister lost her only son, who was sixteen years old.  I felt very bad about it as this was the first death in my family and then I learned slowly to understand to life."
sadness, I'm really sorry I let you down . I'll make it up to you somehow . 
sadness,"I was too miserable to giggle , but I wondered if the fiances had when he postured on his lawn . "
sadness,When I was not selected to go to the University of Malawi I felt very sad.
sadness," I'm sorry , sir . "
sadness,When my girlfriend's nephew passed away.
sadness, Oh no . I broke your vase accidentally . 
sadness,"Oh , sir . I lost my passport . "
sadness,"When I finished a relation after four years, leading to much sorrow for the other one and myself (\although it was the best solution\"")."""
sadness,When I heard my sister got in a bad car accident.
sadness," I'm sorry , but we usually don't do it . It is our policy . "
sadness,"Bert , a lanky , lugubrious individual , declined . "
sadness, I was taking a walk when a young man came at me from nowhere and snatched the bag off my hands and ran away . 
sadness,When I decided not to out any longer with a girl whom I liked quite a lot.  This made me feel low for a some time.
sadness, Sorry . You have to buy your ticket at the next counter . 
sadness,"A close relative was at odds with a very powerful firm.  All his things had been taken, His dad had died a little before this event.  He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears .....I asked to be excused and then went and cried in the loo."
sadness,"Several years ago my mother died. She had been ill for a long time, but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true."
sadness," I am sorry , Bob . If you had told me you were coming up , I would have kept tonight free . But you didn ’ t tell me . "
sadness,"Julie 's devastated husband Tim , 32 , was last night preparing to fly from their home in Northampton to identify his wife 's body . "
sadness, I'm sorry I've already gone through my paycheck for the week . 
sadness, Maybe tonight . I don't know . I don't know how to tell her . 
sadness,Losing a pet chick. Our family had just put the chick outside a few days before and then one morning it was gone.
sadness,"In time , perhaps , she would make efforts to conceal her resentment about his ability to make her feel guilty , and he would make efforts to conceal his anguish about the loss of her . "
sadness, I'm afraid I don't quite understand . 
sadness,When I realized that I could not communicate properly with my closest friend.
sadness,Death of a relative.
sadness,The loss of my mother.
sadness,"I spent a weekend in San Diego visiting my boyfriend Rob. We were at the airport and my plane was just about so leave. After saying goodbye, I boarded the plane. It was the hardest thing to do and it was a sad trip home."
sadness,This morning during my sleep I had a feeling that someboby was attacking me.  I started crying in my sleep and then my room-mate woke me up.
sadness,When my dog died.  I had reared it for nearly three years.  It had been ill for several days and had not eaten anything.  One morning I found it dead.
sadness, I have been looking forward to this performance all month . 
sadness,"But Kirkwood , who was a particularly dejected figure after Monday 's decisive 1-0 defeat by Canada , injected some pride back into Irish ranks in the dying seconds when he flicked home the winner . "
sadness,He was miserable at being left out . 
sadness,"When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected."
sadness,When my grandmother died.
sadness,A break-up with someone I really liked.
sadness," Yes , that's what I plan to do . Except I won't make the chicken soup.Right now I don't think I could swallow more than a spoonful of it . "
sadness,"As he told Barbara afterwards , he had never felt more depressed . "
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic."
sadness, It gives me a lot of pressure and I feel depressed . 
sadness,My good friend misunderstood me.
sadness,When I found my baby whipped by my Auntie. I was really sad and up to this moment my sadness is still on.
sadness,"A young, close relative of mine died, leaving behind a baby a few months old."
sadness,"When I was about to write my Junior Certificate Exams, I received sad news telling me that my elder sister had passed away."
sadness,"I feel devastated and it is much worse for my poor mother . "" "
sadness,It 's not just health problems they suffer but many people can get really depressed living in houses where they have to keep washing the mould off the walls . 
sadness,"` It is that hard , "" he said ominously , and I thought of John Maggovertski 's sadness for a pretty girl who had whored herself to pay for the white powder . "
sadness,Social situation - at the pub - a close friend of 2 years told the group around us of advances I had made.
sadness, I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . 
sadness,"I broke up with my boyfriend of seven months, but it was a very indepth relationship and so after feelings of grief and loss were over I felt an immense sadness."""
sadness,When I failed a test at my primary school.  I was then in grade 7 and we were about to take the main exam.
sadness, That's true . My bad for not calling . 
sadness,When I got to know that my father had passed away.
sadness, I'd like to . But I'm not myself today . 
sadness,His poor scrawny hands grip the arms of a wheelchair pushed by his adoring wife with the now familiar expression of a too-bright smile and devastated eyes . 
sadness,When the man I loved decided to leave me forever.
sadness,I just had a terrible week . 
sadness, Wow ! 
sadness,When I try to get closer at a person and she misinterpreted me.
sadness,When I see children on T.V from areas devastated by drought and war.
sadness," No , Madam . I don't think I do . "
sadness,At the death of my husband's father's mother which occurred during university examinations and therefore I was unable to attend her funeral.
sadness,I found a baby opposum on the road and took it home and cared for it for a week. It had to be force-fed and carried in a fur pouch under my jersey. My father had the vet put it to sleep as he said they carried diseases.
sadness, Then my son drove into a tree 
sadness,When I heard the news that my grandfather had died.
sadness,Labour supporters must be in despair at not being able to race away from the Tories in the run up to the election . 
sadness,"Through some unexplained process , magnetic fields produced by the electric currents flowing in the cables seem to induce , say the depressives , the darkest feelings of gloom and despondency . "
sadness,A friend of mine told me that my boyfriend had been with another girl this Summer.  We had been going out together for four years and we had not done so for the last three months.  I could not believe it.
sadness,When my girlfriend was afraid and anxious the day before taking her exam.
sadness,"` The popular story is that he was so heartbroken he ran off to join a religious order , and has since been ordained . "" "
sadness,"I had to terminate a training because I wasn't suited for it. I was very sad about this, because I very much wanted to finish that training."
sadness,Merrill laughed at her dejection . 
sadness," No , Madam . I don't think I do . "
sadness,"Cowed , he stiffened his stance , his eyes slightly downcast . "
sadness,When I failed two subjects last year.
sadness,My fianceleft me for my best friend.
sadness,"When I read the diary of the girl with whom I was living, it was about another boy with whom she had been going around some time back."
sadness, I'm sorry man . I didn't know . I didn't mean to screw anything up . 
sadness,The breaking up of a long lasting relationship.
sadness,"She had assumed that because mother hadn't wept or shown grief that her father hadn't been loved by anyone but herself and her father 's parents , who wept copiously . "
sadness,"John had been moved to Norfolk and promoted to Corporal and he wrote to Anne nearly every day , loving letters which helped to make her grief for her mother more bearable . "
sadness,"` We feel very strongly about that and that the law should be changed for future children , so that they should be spared the anguish of separation and no contact at all . "" "
sadness,"But , not surprisingly , many parents continue to feel anxious , tense and sad about their children . "
sadness,"My grandmother died over the summer. I knew her very well, she baked great biscuits. She was in the hospital but expected to improve and go home soon. She died in her sleep."
sadness,When I failed my Standard 8 Examination for the first time.
sadness,"Loneliness, being uncertain of myself in the Autumn."
sadness,When my mother died.
sadness, I'm afraid you can't . You'll have to go out there and walk around . 
sadness,Death of paternal grandmother to whom I was very close - died of cancer.
sadness,My old teacher in primary school died.
sadness,When my girlfriend told me that she wanted to leave me.
sadness,"I could not meet my love, after having waited for a month, due to illness."
sadness,"A dejected David Mellor , of the Royal Bank , told the magazine Doctor : ` I was led to believe it wasn't an appropriate venue for a bank representative . "" "
sadness, I 'll have the use of a locker at the airport   she trailed off with a despondent sigh . 
sadness,I had failed some subjects in mathematics.
sadness, You are really tough . You got a deal . 
sadness,I felt sad when I was despised by another person.
sadness,She sounded a little low spirited . 
sadness,Hi . I just lost my purse when I was shopping on the street . I guess somebody stole it from me . 
sadness,When my grandmother passed away.
sadness,To only a few had he been the devil who gloated over their private grief . 
sadness," Sorry , our prices are set . "
sadness,When I found out that I had failed to pass my exams during the term by one point.  The fact that exactly the same thing had happened last term did not help.
sadness," Sure.Hey , I'm sorry , but I've got to get going . "
sadness, I'm very sorry to have caused you this trouble . 
sadness,I felt sad when my boyfriend and I were apart for some time.
sadness,"Enrolling at varsity, being told I couldn't get in to certain papers."
sadness,"I had a good relationship with two friends. Once without reason, they clearly showed that they thought I was naive, dull and unable to take care for myself, while I expostulated that I could manage things."
sadness,The death of a close relative.
sadness,"When I lost my father on the 25th of September,1970.  He died of a sore on the leg."
sadness," I'm sorry , Lucy . I'm afraid that I can't get up . "
sadness, I let you down . I'll make it up to you somehow . 
sadness,My best friend got married and left her home-town to go and live in Poona.  After her wedding I felt sad.
sadness,He looked so crestfallen Preston felt sorry for him . 
sadness, I'm sorry to hear it . What's wrong with her ? 
sadness,A girl I love does not love me.
sadness,When I couldn't find my dog which was missing.
sadness,A friend of mine who was driving a car ahead of me died in a car accident.
sadness," Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done . "
sadness, It was ! But the worst thing was I tore my best shirt . 
sadness,When I deeply felt that I could lose the person I love best because of my foolishness.
sadness, unfortunately not . He was charged with a DUI when he was in university . 
sadness,"I was quite sad to hear my right hon. Friend the Minister of Agriculture , Fisheries and Food say that he was prepared to sit in the negotiations for months . "
sadness, I was told my girlfriend was speaking ill of me . That ’ s a real let-down . 
sadness,"My dog of 16 and 1/2 years - \Lord Grey\"" died in his sleep - His death caused me more and deeper sadness than I thought."""
sadness,"After a meeting ended we started talking about when we would have the next discussion ( I had many tests the coming week and could not have a meeting in between, I thought that they would understand this as they had always done).  They did not understand my problem and thought that I should not have so many other activities.  Their reaction made me burst into tears."
sadness," Oh , that's right . You are supposed to deliver a brief on that account tomorrow . I know there are some things I need to share with you about that . But , gosh , I don't know ... Things are really busy for me today , the only time I can manage to squeeze out might be over lunch break ... "
sadness," It seems that I have nothing to do , except this . "
sadness,When I was trying for a girl who I really liked and cared for and thought she felt the same way too. But she didn't like the idea and just wanted to stay friends.
sadness,A girlfriend ended our relationship in an abrupt and unexpected manner.
sadness,"In May 18th, 1984 my boyfriend went to the U.S.A. In December I was told he passed away. He had cancer of the Oesophagus."
sadness,When I left my part-time job.
sadness,"When my son was diagnosed as having CEREBRAL PALSY, at age 5. He would have to endure so much labelling, stigma and discrimination, even though his case was relatively mild."
sadness,"` Well , you 're very sad , Tess , and you have no reason to be . "
sadness,Surely someone somewhere knows who killed Ann Heron and that person could ease the pain for her heartbroken family . 
sadness, Can you help me ? You know I do need the scholarship . 
sadness, But Mom ! Today we ’ re playing football ! I love football ! 
sadness," Oh , this is terrible , Yuri . Terrible ! So we can't even assess the damages . How can we do business in this country ? Either we're buried under mud , or we're in danger of getting kidnapped.No , I can't believe this mess ! "
sadness, I'm afraid I'm going to the gym for a workout . 
sadness,The sudden death of one of my parents.
sadness,"He had understood James 's despair at the enormity of the ruin , but not what the loss of Edward was already meaning . "
sadness,Recent break-up with my girlfriend. We had been together for over a year. I was overseas and discovered over the phone (while I was at work).
sadness,After an operation I had to stay in bed for a long time.
sadness,"When I was six years old, my favourite cat died."
sadness,"Unfortunately Chris 's health suffered , and she became very depressed . "
sadness,When my gradmother died.  I felt very sad then ... The feeling started to be worse after a while.
sadness,"A group of thirty or forty downcast men stood apart in the canter of thin ring , their heads and arms hanging slack in attitudes of despair . "
sadness," Sorry , Sally , it's not your fault . "
sadness," Oh , I'm sorry . I didn't see the stop sign at the corner . I didn't mean it . "
sadness,"A and I were walking along the new Asia stairway to the Chung Chi college for our lecture and I saw him with her.  He put one arm around her shoulder and laugher brightly and joyfully.  I did not dare and did not want to look, just walked by them quickly.  The interest of talking to A disappeared and I just wanted to remain silent.  But I did not want A to know and so I left him and went to F.  I should have expected this to happen."
sadness, Very sorry that I have caused you so much trouble . 
sadness,Everything's gone wrong . 
sadness,My examination results were not satisfactory even though I had tried my best.  Then I started wondering about my abilities for the major subject.  However I did not know how to choose my major subject if I were to change it.
sadness, A couple of days ago . I just go back from the funeral . 
sadness,Death of a close friend.
sadness,The death of my grandmother.
sadness,"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion . "
sadness,One night I was called and told that the father of a close friend died. When I visited my friend at home and when attending the funeral I felt very sad.
sadness," I just started , but the job market is very bad right now . I'm not optimistic about it . "
sadness,When my father was ill.
sadness,When I received a letter telling me that my mother was very ill.
sadness,"He glanced up , saw Auguste 's anguished eyes , and thought he understood . "
sadness," It ’ s getting worse . Now he ’ s eating me out of house and home . I ’ Ve tried talking to him but it all goes in one ear and out the other . He makes himself at home , which is fine . But what really gets me is that yesterday he walked into the living room in the raw and I had company over ! That was the last straw . "
sadness,My father told me in the letter that my mother is ill.
sadness, I'm sorry . I thought this was our stop . 
sadness,When Allen at last found a crevice secure enough to trust to he looked over to find that he was peering into the little courtyard onto the rain-wet backs of the dejected horses . 
sadness,When I felt powerless to help the poor or when I don't know how to.
sadness,When I heard about the death of somebody I liked very much and I was not present either to see the person or to try to share my emotions with other friends.
sadness,"It was , however , obvious that there was some deep sadness within him . "
sadness,"Joseph , unable to follow the French , waited in anguish , not knowing what was being said . "
sadness, I feel kind of stupid . 
sadness,A child beaten up by his mother.
sadness,"When I began to read a thick book, which I had a limited time to read.  Also when I have a lot of work to do and I cannot keep up."
sadness,"Many depressed people just withdraw into themselves , they may sleep a lot in the day but have wakeful nights . "
sadness, I'm awfully sorry to have kept you waiting for so long . 
sadness,My girlfriend wanted to breakup for an indefinite amt. of time. She said that she couldn't commit herself fully to the relationship without going out with other people. I was her first boyfriend.
sadness," No , not now . I have found a part-time job.So perhaps I can help my family to come over the difficulties . "
sadness, Sorry . You have to buy your ticket at the next counter . 
sadness,I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success.
sadness,"I was watching a sunset after my latest boyfriend left me and I realized that we would never watch sunsets again, probaly never see eachother again and none of it mattered."
sadness,A person died (not really a friend).
sadness, All right . Just give me the ticket . 
sadness,I got to know about the death of a close friend.
sadness,THE glum look on the face of England Manager Graham Taylor says it all  but he has no intention of quitting . 
sadness,Not being able to do well to be chosen for the English lecture.
sadness,My sister won a scholarship to Norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us.
sadness,"The funeral of a friend who was killed in a car accident. She was of my own age, there were many of my own friends present, as well as her family etc."
sadness,But it was the scene of my first heartbreak . 
sadness,He sounded quite sad about it . 
sadness,Watching a football game. This reminds me of the time when my father was still alive and when we watched football games on TV together.
sadness," I'm sorry , this is our rock bottom price . "
sadness, I lost the table tennis game yesterday . 
sadness,"The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other."
sadness,When I had not understood anything after a lecture.
sadness,"When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad."
sadness,My grandmother died.
sadness,Last night I did not do very well in one of the subjects.  Before the result was announced I feared that I would fail.  Finally I got a D and as the results of the other subjects were not all      good I felt a little sad.
sadness, I'm afraid I can only rent it for two months . 
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible.  The limited scope of human life is sad."
sadness,"A sad old woman rose from her chair , as from a dais , to take their coats and hang them on a row of hooks nailed against a wall . "
sadness,"I don't know what I'm going to do . I need to find a job . If I don't , I won't be able to stay here next semester . "
sadness," Sorry , but I'm on my way out now . Could you come back in an hour ? "
sadness,"Discovering that Lillehammer provided no musical environment that suits my taste, even though I had been told so."
sadness,When one is alone and knows that all the others are celebrating.
sadness,I experienced tears of real grief for the first time when my granny died . 
sadness,My son's mother told me that she wanted to move to Vienna and take the child with her. This means a rather long distance for me. My whole family was sad and dumbfounded so that my own feelings were intensified.
sadness,When I was told a friend's baby had been born with only partial sight. This was her first child and she was not young (the mother that is).
sadness," Yes , he's really pushed me too far . "
sadness,There was an anguished cry from the tub . 
sadness,"Protagonists of unity may have been despondent about the loss of the EDC and the European Political Community , but were not routed . "
sadness,When my grandmother died - at her funeral.
sadness, Perhaps . I'm dead tired . 
sadness, The post office.Sorry . I ’ m not sure . 
sadness, Frank has gone out with Lucy again . 
sadness, I'm afraid I can't . Parking is not allowed here . 
sadness,"` Harry , we 're going to make ourselves miserable beyond measure if we go on like this . "
sadness,When my grandmother died after a long illness.
sadness, Oooo . This sounds serious . 
sadness, Wait a minute . I am really sorry but I can't find it now . 
sadness,"The truth was that Mr Wolski was sad with himself , for he did not wish to stay on at the Zoo any longer . "
sadness,He was inconsolable when he found what she 'd done . 
sadness,There was real anguish in his eyes . 
sadness,General Ye Jianying died.
sadness," Sorry , mum . I won't do it again . "
sadness, Maybe . But it still gets on my nerves . 
sadness," I'm sorry , I overslept . "
sadness,"On the other hand , the most important person , the cameraman , wore jeans and a Micky Mouse T-shirt , over which his mournful , deadpan moon face shone incongruously . "
sadness,A friend breaking up with her boyfriend.
sadness,"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious."
